name,loc,size,area,price,price_sum,dire,floor,buildtime,advantage
滨江雅苑,大华-大华路988弄,2室2厅,88,52273,460,南向,中层（共6层）,,"满五优质教育配套成熟小区中心
                                        距7号线大华三路站约1131米"
华悦家园,田林-虹漕路19弄21号,2室2厅,90.55,75097,680,南向,高层（共30层）,2014年建,距12号线虹漕路站约323米
金地自在城二期,泗泾-金地自在城二期泗祥路518弄,2室2厅,89.73,34548,310,南向,中层（共18层）,2014年建,满二
翠湖天地嘉苑,新天地-黄陂南路506弄,3室2厅,237.13,151815,3600,东南向,高层（共19层）,,"优质教育
                                        距10号线新天地站约232米"
东园雅集轩,张江-龙东大道2211弄,独栋,卧室：,67321,4800,713�O,花园：600.0平米,南向,距2号线广兰路站约1189米
香山新村西北街坊,金杨-德平路1066弄、灵山路1671弄,2室1厅,68,52941,360,南向,中层（共6层）,1996年建,"满五优质教育小区中心黄金楼层
                                        距6号线德平路站约517米"
星颂家园,曹路-海松路52弄,2室1厅,69.3,36941,256,南向,低层（共18层）,2012年建,"满二优质教育
                                        距9号线曹路站约876米"
天山怡景苑,天山-威宁路511弄、威宁路507弄,2室2厅,86.07,90043,775,南向,低层（共19层）,2009年建,"优质教育
                                        距2号线威宁路站约462米"
巷佳华苑二期,赵巷-盈港东路4709弄1-44号、镇泽路518弄,2室2厅,83,29639,246,南北向,中层（共6层）,2012年建,"满五优质教育总价低户型佳
                                        距17号线赵巷站约59米"
美罗家园宝欣苑六村,罗店-天家路199弄,1室1厅,50,27400,137,南向,高层（共18层）,2014年建,满二配套成熟景观房
华润置地橡树湾,新江湾城-国浩路88号、政和路1088号、江湾城路12,3室2厅,167.2,82536,1380,南北向,高层（共13层）,2012年建,满五优质教育
定威小区,北新泾-定威路28弄1-56号,2室1厅,69,47826,330,南向,高层（共6层）,1998年建,"满五配套成熟小区中心
                                        距2号线淞虹路站约622米"
连城新苑,高行-连城新苑东靖路393弄,2室2厅,93.42,53308,498,南北向,中层（共11层）,2006年建,"满二
                                        距6号线东靖路站约942米"
汇成一村,上海南站-汇成一村1-92号,1室0厅,33.5,57313,192,南向,高层（共6层）,1993年建,"满五
                                        距金山铁路上海南约880米"
乾宁园,上大-乾宁园上大路218弄,3室2厅,133,42331,563,南北向,中层（共6层）,2006年建,"满五
                                        距7号线上大路站约768米"
金鹤新城缘圆宝邸,江桥-金园一路1359弄,2室2厅,74.2,48248,358,南向,高层（共7层）,2008年建,"满五
                                        距13号线金运路约61米"
紫薇茗庭,泗泾-王家厍路55弄,1室1厅,50.88,24175,123,南向,高层（共28层）,2014年建,满五
万顺苑,颛桥-放鹤路2323弄,3室2厅,113.61,33888,385,南向,低层（共8层）,2007年建,无
马桥景城馨苑,马桥-银林路1002弄,2室2厅,79,27215,215,南北向,中层（共18层）,2014年建,满二配套成熟小区中心
东方庭院,朱家角-复兴路88弄、珠安路77弄、浦祥路377弄,独栋,卧室：,25660,680,265�O,花园：180.0平米,南向,满五
佳宝四村,七宝-佳宝四村佳宝四村1-57号,2室1厅,61.15,50695,310,南向,高层（共6层）,1994年建,"满二
                                        距9号线七宝站约588米"
八方小区,大宁-大宁路700弄,2室1厅,65,70462,458,西南向,中层（共6层）,1991年建,"满五优质教育性价比高业主急售
                                        距1号线延长路站约942米"
浦东星河湾,花木-浦东星河湾锦绣路2580弄,3室2厅,189.59,105491,2000,南北向,中层（共18层）,2014年建,"满五优质教育总价低性价比高
                                        距7号线锦绣路站约770米"
愉景华庭,万里-愉景华庭新村路2003弄,2室2厅,93.8,62900,590,南向,高层（共21层）,2008年建,"满五优质教育配套成熟
                                        距11号线上海西站约893米"
古桐五村,张江-紫微路7弄,2室2厅,94.1,43571,410,南北向,高层（共6层）,2004年建,满五优质教育业主急售户型佳
大华一村南区,大华-华灵路411弄、华灵路410弄1-24号、华,2室2厅,83,48193,400,南向,中层（共6层）,1996年建,"满五优质教育配套成熟性价比高
                                        距7号线大华三路站约209米"
尚汇豪庭,徐家汇-尚汇豪庭华石路88弄,2室2厅,98.3,99695,980,南北向,高层（共28层）,2016年建,"满五配套成熟性价比高
                                        距1号线上海体育馆站约849米"
纪念小区,凉城-吴家湾路52弄1-263单号、吴家湾路138,2室2厅,66.6,47748,318,南北向,中层（共6层）,1997年建,"满五
                                        距3号线大柏树站约557米"
万业紫辰苑,杨行-江杨北路1568弄,4室2厅,191.6,41232,790,南向,低层（共27层）,2010年建,"满五优质教育
                                        距3号线江杨北路站约956米"
圣约翰名邸,中山公园-长宁路1188弄,5室2厅,270.8,84934,2300,南北向,高层（共31层）,2002年建,"满五性价比高业主急售
                                        距2号线中山公园站约191米"
爱法新城,金桥-爱法新城利津路385弄,3室2厅,94.65,54411,515,南向,高层（共6层）,2003年建,"满二优质教育
                                        距6号线巨峰路站约569米"
中虹家园,曹路-中虹家园海鸣路98弄1-62号,3室2厅,87.6,35388,310,南北向,中层（共14层）,2012年建,满二优质教育
康桥老街,康桥-沪南路2688弄,3室2厅,120.5,34855,420,南北向,低层（共6层）,2008年建,满五优质教育拎包入住带花园户型佳
鹏润伊顿公馆,惠南-观海路1118弄,2室2厅,86.9,31070,270,南北向,低层（共15层）,2012年建,满二配套成熟业主急售
方舟园四村,松江老城-谷阳路526弄,3室2厅,101.3,20237,205,南北向,高层（共6层）,2006年建,"满五优质教育配套成熟复式
                                        距9号线松江体育中心站约955米"
久事西郊名墅,徐泾-诸光路1188弄,独栋,卧室：,43478,1000,230�O,无花园,南向,"满五
                                        距2号线徐泾东站约1062米"
河滨国际公寓,康健-钦州路211号,2室1厅,77,88312,680,南向,高层（共21层）,2008年建,"满五优质教育采光好黄金楼层
                                        距1号线漕宝路站约614米"
荷三小区,金桥-荷三小区牟平路56弄、牟平路154弄、荷泽路,2室1厅,55.64,46729,260,南北向,低层（共6层）,1999年建,"满五业主急售户型佳
                                        距6号线博兴路站约914米"
河畔艺墅,外冈-恒荣路388弄,2室2厅,88,23864,210,南北向,中层（共13层）,2016年建,满二优质教育
万象园,康健-虹漕南路杨家桥61-99号、虹漕南路158弄,3室2厅,97,59794,580,南北向,中层（共6层）,2004年建,"满五优质教育配套成熟拎包入住
                                        距12号线虹漕路站约302米"
爱庐世纪新苑,颛桥-沪光路39弄,2室2厅,84.78,43406,368,南向,低层（共17层）,2007年建,无
浦江东旭公寓,高行-东靖路669弄、东靖路626弄、莱阳路144,1室1厅,58.77,49005,288,南向,中层（共7层）,2007年建,距6号线东靖路站约364米
金杨新村四街坊,金杨-金杨路56弄、居家桥路979弄、灵山路201,1室1厅,42.9,66667,286,南向,高层（共6层）,1995年建,"满五优质教育
                                        距9号线蓝天路站约571米"
红光花苑,惠南-拱乐路698弄1-159号,3室2厅,111.1,26103,290,南北向,低层（共6层）,2010年建,满五优质教育
盛世天地,三林-盛苑路800弄,独栋,卧室：,125786,4000,318�O,无花园,南向,"满二
                                        距11号线浦三路站约1088米"
嘉城香槟河畔,江桥-嘉怡路279弄1-22号,2室2厅,98,35714,350,南北向,中层（共14层）,2006年建,满五
长达佳苑,航头-航梅路525弄1支弄、航梅路525弄2支弄、,2室2厅,84.18,24947,210,南向,中层（共6层）,2007年建,满五配套成熟采光好
上海梦想,新江湾城-上海梦想政悦路500弄,4室2厅,187.95,61186,1150,南向,低层（共6层）,2008年建,满二优质教育
尚海湾豪庭,徐汇滨江-尚海湾豪庭宛平南路1441号、凯滨路18弄、,3室2厅,164.1,112736,1850,南向,低层（共37层）,2008年建,"满五优质教育
                                        距7号线龙华中路站约790米"
万立城,"安亭-万立城塔山路452弄,塔山路455弄",2室1厅,41,24390,100,南向,高层（共22层）,2015年建,"满五配套成熟总价低
                                        距11号线上海汽车城站约394米"
金樟花苑,金杨-金樟花苑栖山路1555弄,2室1厅,101,62376,630,西南向,高层（共18层）,2000年建,满五优质教育采光好景观房
浦发博园公寓,三林-御桥路269弄,3室2厅,130.49,61307,800,南北向,低层（共15层）,2009年建,"满五优质教育
                                        距11号线浦三路站约474米"
国泰大厦,中山公园-定西路1310弄4号,2室2厅,84.71,69059,585,东南向,低层（共24层）,1994年建,"优质教育
                                        距2号线中山公园站约808米"
翠湖天地嘉苑,新天地-黄陂南路506弄,2室2厅,127.57,133260,1700,西向,低层（共19层）,2009年建,"满二优质教育配套成熟小区中心
                                        距10号线新天地站约232米"
天山河畔花园,天山-天山河畔花园水城路883弄,3室2厅,154,74675,1150,南北向,高层（共28层）,2009年建,"满五配套成熟小区中心
                                        距2号线威宁路站约474米"
贵都新村,颛桥-丰顺路500弄、金都路3019弄、都市路36,3室2厅,102,48039,490,南向,中层（共6层）,2004年建,满二
水帘洞小区,西渡-西渡镇近沪杭公路,2室1厅,61.01,20980,128,南向,高层（共6层）,1996年建,"满五配套成熟性价比高
                                        距5号线西渡站约411米"
美林小城,周浦-美林小城沪南公路3468弄,2室1厅,90.77,42415,385,南向,高层（共14层）,2006年建,满五优质教育
保利叶语一期,顾村-保利叶语一期宝菊路22弄,2室2厅,93.57,52795,494,南向,低层（共21层）,2012年建,"满二配套成熟拎包入住
                                        距7号线顾村公园站约449米"
歌林春天馨园,大宁-万荣路388弄、大宁路883弄,3室2厅,143,70629,1010,南北向,高层（共20层）,2002年建,满五优质教育性价比高业主急售
嘉里华庭,镇宁路-华山路1038弄163-171号,3室2厅,146.54,114644,1680,西南向,高层（共38层）,2002年建,"满五优质教育性价比高业主急售
                                        距10号线上海图书馆站约1011米"
欧风家园,周浦-瑞意路399弄、瑞浦路77弄,3室1厅,103,38835,400,西向,高层（共12层）,2001年建,优质教育
远洋香奈,杨行-杨泰路2158弄,2室2厅,80.4,36692,295,南向,高层（共16层）,2015年建,"满五优质教育业主急售送车位
                                        距1号线富锦路站约643米"
翠湖天地雅苑,新天地-翠湖天地雅苑济南路168弄1-15号,3室2厅,202,147525,2980,南向,高层（共11层）,2002年建,"满二优质教育
                                        距10号线新天地站约372米"
康博名邸,东外滩-平凉路1101弄,3室2厅,118,84746,1000,南向,中层（共8层）,2019年建,"满五性价比高拎包入住
                                        距12号线宁国路站约751米"
东体小区,曲阳-东体小区赤峰路373弄 、东体育会路657弄,2室1厅,86.6,63395,549,南北向,高层（共6层）,2007年建,"满五采光好景观房
                                        距3号线赤峰路站约495米"
建华新苑,世纪公园-建华新苑梅花路777弄,3室2厅,131,73282,960,南北向,中层（共17层）,2003年建,"满五优质教育
                                        距2号线世纪公园站约298米"
新福康里,南京西路-新闸路888弄,1室1厅,62.05,110878,688,南北向,高层（共7层）,2000年建,"优质教育
                                        距13号线自然博物馆站约448米"
杉林新月家园,三林-杉林新月家园环林东路879弄、环林东路875,1室1厅,62.7,52632,330,南向,中层（共12层）,2006年建,"满五
                                        距11号线三林东站约981米"
经纬城市绿洲四期,上大-纬地路375弄,2室2厅,105.7,44276,468,南北向,中层（共14层）,2014年建,"满二优质教育
                                        距7号线南陈路站约440米"
翠湖天地隽荟,新天地-济南路260弄,3室2厅,190,146842,2790,南北向,低层（共35层）,2018年建,"送车位性价比高
                                        距10号线新天地站约337米"
浦东星河湾,花木-浦东星河湾锦绣路2580弄,3室2厅,190,105263,2000,南向,中层（共18层）,2014年建,"满二优质教育配套成熟黄金楼层
                                        距7号线锦绣路站约770米"
复地御西郊,虹桥-金浜路188弄,3室2厅,229,81659,1870,南北向,低层（共11层）,2014年建,满五
玉兰香苑二期,张江-益江路511弄1-86号、益江路396弄、益,2室2厅,85,44118,375,南向,低层（共6层）,2009年建,"满五优质教育性价比高业主急售
                                        距13号线张江路站约863米"
紫竹半岛,吴泾-东川路333弄,1室2厅,73,58904,430,南向,中层（共15层）,2018年建,满五优质教育配套成熟性价比高
恒盛豪庭,高境-恒高路128弄,4室2厅,149,53691,800,南北向,低层（共20层）,2016年建,满五唯一
世茂滨江花园,陆家嘴-潍坊西路1弄、潍坊西路2弄,4室2厅,311.55,99502,3100,南向,高层（共52层）,2001年建,"满五配套成熟小区中心
                                        距9号线商城路站约995米"
明丰苑,东外滩-双阳支路31弄,2室2厅,75.4,63660,480,南向,低层（共7层）,2000年建,"满五
                                        距12号线隆昌路站约699米"
亚都国际名园,徐家汇-南丹东路300弄,2室2厅,116.51,101279,1180,南向,低层（共32层）,2003年建,"优质教育
                                        距1号线上海体育馆站约569米"
美兰湖畔雅苑,罗店-罗迎路558弄,3室2厅,122.03,30320,370,南向,高层（共5层）,2007年建,"满五优质教育
                                        距7号线美兰湖站约829米"
园南一村,植物园-龙川北路177弄、上中路458弄,1室1厅,41,73171,300,南向,高层（共6层）,2013年建,优质教育
陶安小区,中山公园-延安西路1521弄,2室1厅,61.02,74566,455,南向,高层（共6层）,1994年建,距3号线延安西路站约434米
象源丽都,长征-真光路798弄,3室2厅,120.92,68640,830,南北向,高层（共24层）,2010年建,"满五优质教育景观房
                                        距13号线真北路站约711米"
工农四村星源佳园,中原-工农四村83-104号,2室2厅,91.02,49440,450,南北向,中层（共6层）,2004年建,"满五性价比高送车位
                                        距8号线市光路站约764米"
绿洲康城亲水湾,御桥-康桥路1558弄、康桥路1259弄,2室1厅,76,54605,415,南向,中层（共18层）,2007年建,"满二
                                        距11号线御桥站约1156米"
前滩东方逸品,三林-前滩东方逸品海阳西路近杨思西路口,3室2厅,133,97669,1299,南向,高层（共32层）,2017年建,"满二
                                        距6号线东方体育中心站约402米"
锦苑小区,凉城-凉城路585弄、凉城路589弄、汶水东路71,2室1厅,56.88,37975,216,南向,中层（共6层）,1992年建,满五优质教育配套成熟性价比高
绿地璀璨天城,马桥-富国路355弄,3室2厅,97,37113,360,南北向,低层（共26层）,2016年建,满二配套成熟小区中心
赞成红树林,金山新城-赞成红树林卫零北路800弄,4室2厅,135,22963,310,南北向,低层（共5层）,2013年建,满二性价比高业主急售
康桥老街,康桥-沪南路2688弄,3室1厅,112,44643,500,南向,中层（共17层）,2008年建,满五优质教育拎包入住
万源城朗郡,古美-万源路986弄,3室2厅,166.56,81052,1350,南向,高层（共17层）,2009年建,"满五
                                        距12号线东兰路站约619米"
融创滨江壹号院,黄浦滨江-融创滨江壹号院中山南一路,3室2厅,189.94,107929,2050,南向,低层（共38层）,2012年建,"满二
                                        距13号线世博会博物馆站约388米"
银联花园,曲阳-东体育会路880弄,1室1厅,47.46,81964,389,南北向,高层（共6层）,1998年建,"满五优质教育配套成熟小区中心
                                        距3号线赤峰路站约612米"
新市南路561弄,江湾镇-新市南路561弄24-30号、37-55号,2室1厅,87.9,52332,460,南向,高层（共6层）,1997年建,距3号线大柏树站约379米
天和尚上海,金汇镇-大叶公路6288弄,3室2厅,88,22159,195,南向,高层（共17层）,2017年建,满二
绿洲康城亲水湾,御桥-绿洲康城亲水湾康桥路1558弄、康桥路125,1室2厅,67.1,46200,310,南向,高层（共22层）,2012年建,"满五配套成熟送车位
                                        距11号线御桥站约1156米"
地产尚海郦景,源深-桃林路乳山路路口,3室2厅,132,95909,1266,南向,中层（共29层）,2016年建,"满五
                                        距6号线民生路站约704米"
体育花苑,上海南站-老沪闵路728弄,2室1厅,62,62097,385,东南向,低层（共6层）,2013年建,"优质教育
                                        距金山铁路上海南约1141米"
塘和家园德悦苑,泗泾-德悦路501弄,3室1厅,82.6,26634,220,南北向,中层（共18层）,2015年建,"满二
                                        距9号线泗泾站约925米"
三泉家园,彭浦-三泉家园三泉路999弄,3室2厅,138.12,49233,680,南向,高层（共16层）,2003年建,"满二优质教育
                                        距1号线共康路站约745米"
新海农场,崇明其他-新海北路200号,2室1厅,48,9792,47,南向,低层（共5层）,1988年建,满五配套成熟业主急售
云间绿大地,碧云-云间绿大地锦绣东路418弄,独栋,卧室：,171099,4800,280.54�O,花园：350.0平米,南向,满五优质教育
洪山花苑,世博-洪山路300弄、成山路278弄,2室2厅,70,57143,400,南北向,高层（共6层）,2002年建,"满五优质教育
                                        距8号线成山路站约482米"
御沁园西区别墅,康桥-周康路868弄,双拼,卧室：,45139,1300,288�O,无花园,南向,满五
湖畔天下,南翔-瑞林路800弄、瑞林路1280弄、芳林路13,3室2厅,118,36864,435,南北向,高层（共21层）,2016年建,满二
慧华苑,上大-南陈路278弄,2室1厅,60,42750,256.5,南北向,中层（共6层）,2008年建,满五配套成熟小区中心
周康四村,康桥-康沈路465弄,3室2厅,81.7,36720,300,南向,中层（共18层）,2017年建,满二优质教育配套成熟业主急售
远洋香奈,杨行-远洋香奈杨泰路2158弄,2室1厅,67.4,40059,270,南向,中层（共18层）,2014年建,"满五优质教育
                                        距1号线富锦路站约643米"
新城尚景,淞南-淞肇路333弄,4室2厅,131,45802,600,南北向,低层（共14层）,2006年建,满五唯一优质教育
汤臣一品,陆家嘴-花园石桥路28弄,4室2厅,431.9,173651,7500,南北向,中层（共45层）,2007年建,"满五配套成熟景观房
                                        距2号线陆家嘴站约492米"
和源名城,彭浦-江杨南路466弄,2室2厅,81,50000,405,南向,中层（共35层）,2011年建,满五
世茂滨江花园,陆家嘴-潍坊西路1弄、潍坊西路2弄,3室2厅,232.56,92449,2150,西向,高层（共62层）,2000年建,"满二
                                        距9号线商城路站约995米"
凯欣豪园,中山公园-汇川路88弄1-13号,2室2厅,108.53,86151,935,西南向,高层（共38层）,2005年建,距2号线中山公园站约330米
永康城佳兴苑,浦江-永康城佳兴苑永跃路782弄,2室1厅,69.24,25997,180,南向,低层（共18层）,2013年建,满二
新凤城,控江路-新凤城控江路1500弄,2室2厅,102.52,80960,830,南向,高层（共25层）,2005年建,"满五
                                        距8号线江浦路站约360米"
艾南小区,三林-艾南小区新浦路673弄、新浦路629弄、新浦,2室2厅,55,35091,193,南北向,高层（共6层）,2006年建,"满二优质教育配套成熟小区中心
                                        距13号线华鹏路站约860米"
中展爱情海,松江新城-广富林路799弄,2室1厅,11,25000,27.5,南向,低层（共18层）,2014年建,"满五
                                        距9号线松江大学城站约1100米"
市光一村,中原-市光一村1-129号,2室1厅,69.23,46945,325,南北向,中层（共6层）,1998年建,"满五
                                        距8号线嫩江路站约426米"
西郊九韵城景平苑,华漕-西郊九韵城景平苑繁兴路1000弄,1室1厅,52.75,35071,185,南向,低层（共12层）,2008年建,满五
上海星河湾,颛桥-都会路3799号、都会路3888弄、都会路3,4室2厅,220.77,65679,1450,南向,中层（共29层）,2011年建,满五配套成熟景观房
万科有山,赵巷-置旺路288弄(近业锦路),独栋,卧室：,48246,550,114�O,无花园,南向,满二
乐康苑,西渡-肖塘路146弄,1室1厅,35,21429,75,南北向,中层（共6层）,2008年建,"满五
                                        距5号线萧塘站约993米"
滴水湖馨苑,临港新城-方竹路222弄、方竹路333弄,3室2厅,88,26136,230,南北向,高层（共6层）,2012年建,满二优质教育性价比高拎包入住
珊瑚苑,凉城-珊瑚苑广中路680弄1-28号,2室2厅,92,59565,548,南向,中层（共8层）,2001年建,"满五配套成熟小区中心
                                        距1号线延长路站约1138米"
澜茵华庭,江桥-金园一路1518弄、金园一路1519弄,1室2厅,56,39286,220,南向,中层（共6层）,2008年建,"满五
                                        距13号线金运路约233米"
复地御西郊,虹桥-金浜路188弄,4室2厅,310,73226,2270,南北向,低层（共7层）,2014年建,满五
沧源小区,老闵行-沧源路770弄、沧源路925弄,1室1厅,48,32292,155,南北向,中层（共6层）,1994年建,"满五优质教育性价比高户型佳
                                        距5号线东川路站约921米"
玉兰清苑,徐泾-龙联路58弄,1室1厅,53.6,41045,220,南北向,中层（共12层）,2012年建,"满五配套成熟小区中心
                                        距17号线诸光路站约876米"
万科假日风景,春申-畹町路99弄、畹町路100弄,3室2厅,127.66,63450,810,南向,高层（共6层）,2002年建,优质教育
梅园四街坊,源深-福山路100弄、福山路102弄、张杨路951,2室1厅,50,96000,480,南北向,高层（共6层）,1988年建,"优质教育
                                        距2号线世纪大道站约310米"
万象园,康健-虹漕南路杨家桥61-99号、虹漕南路158弄,3室2厅,97,59794,580,南北向,中层（共6层）,2004年建,"满五优质教育配套成熟拎包入住
                                        距12号线虹漕路站约302米"
民庆家园,中原-民京路658弄、民京路558弄,2室2厅,81.7,56916,465,南北向,高层（共20层）,2005年建,无
唐丰苑,唐镇-创新西路333弄,2室2厅,81,36790,298,南北向,中层（共14层）,2013年建,满五优质教育
华骥苑,青浦城区-沪青平公路4607弄、青湖路973弄,3室1厅,82.5,26667,220,南向,低层（共6层）,2008年建,优质教育
西康路989,长寿路-西康路989西康路989弄,2室2厅,86,102326,880,南向,低层（共6层）,2012年建,"满五
                                        距7号线长寿路站约336米"
九龙仓兰廷,周浦-九龙仓兰廷祝家港路399弄,3室2厅,90.88,52597,478,南北向,中层（共21层）,2016年建,满五优质教育
公元三村,周浦-公元三村梓康路51弄、康沈路1502弄,2室2厅,92.46,32446,300,南北向,中层（共6层）,2000年建,满五优质教育
同润金色橘苑,临港新城-同润金色橘苑万祥镇祥凯路(近祥盛路),2室2厅,78,19487,152,南向,中层（共18层）,2017年建,满二
金桥湾清水苑,金桥-金桥湾清水苑长岛路1280弄、荷泽路828弄,2室1厅,68.47,53746,368,南向,高层（共6层）,1998年建,"满五优质教育
                                        距9号线台儿庄路站约925米"
春辉新村,颛桥-颛兴路748弄,2室1厅,78,35897,280,南北向,中层（共6层）,2002年建,无
路劲翡丽湾,南翔-雅翔路288弄,3室2厅,153,37255,570,南向,低层（共28层）,2013年建,满五优质教育户型佳黄金楼层
锦绣华都,御桥-锦绣华都御衡路68弄,3室2厅,135.1,48113,650,南向,高层（共18层）,2012年建,满五优质教育配套成熟小区中心
伊犁小区,中山公园-伊犁路134弄,2室1厅,53.16,63582,338,南向,中层（共5层）,1987年建,距10号线伊犁路站约532米
华府天地,新天地-马当路222弄,4室2厅,301.23,175945,5300,南北向,中层（共17层）,2005年建,"满五优质教育
                                        距10号线新天地站约382米"
界龙花苑,川沙-川环南路1049弄,2室2厅,80,35625,285,南北向,低层（共6层）,2000年建,"满二
                                        距2号线川沙站约536米"
三林世博家园,三林-三林世博家园大道站路94弄,3室1厅,75.08,43687,328,南向,中层（共17层）,2006年建,"满五优质教育配套成熟性价比高户型佳
                                        距11号线浦三路站约918米"
南华小区,南翔-南华小区南华路101弄1-56号,2室1厅,65.4,26453,173,南向,中层（共6层）,2020年建,满五优质教育
桃浦三村,桃浦-桃浦三村白丽路401弄、红棉路310弄、武威,1室1厅,52,38077,198,南向,高层（共6层）,1993年建,"满五
                                        距11号线桃浦新村站约391米"
沁春园三村,莘庄-沁春路1366弄,3室2厅,115,43478,500,南北向,高层（共5层）,2005年建,"满五优质教育性价比高业主急售
                                        距5号线春申路站约876米"
大华锦绣华城第12街区,北蔡-大华锦绣华城第12街区锦绣路3088弄,2室2厅,89.33,74779,668,南向,低层（共6层）,2001年建,"满五
                                        距13号线下南路站约333米"
象屿品城,九亭-雪家桥路1弄,3室2厅,90.25,39668,358,南向,高层（共11层）,2014年建,满五
长泰公馆,航头-航鹤路78弄、航定路508弄、航定路568弄,2室2厅,50,29000,145,南向,高层（共16层）,2012年建,满二
汇福家园兴盛里,周浦-汇福家园兴盛里周秀路168弄,2室2厅,76.2,31234,238,南北向,中层（共18层）,2016年建,满五
广凉苑,凉城-凉城路210弄,2室1厅,84.2,53444,450,南向,高层（共6层）,1997年建,满五
汇民轩,松江老城-人民南路49弄,2室2厅,89.8,26726,240,南北向,低层（共18层）,2014年建,"满五
                                        距9号线醉白池站约300米"
印象春城,周浦-印象春城年家浜东路129弄,2室2厅,91.57,42372,388,南北向,低层（共18层）,2009年建,满五优质教育
岳阳路77弄小区,建国西路-岳阳路77弄,1室1厅,35.36,151301,535,南向,高层（共6层）,1980年建,"满五优质教育首付低总价低
                                        距1号线常熟路站约712米"
汽轮新村,老闵行-宾川路200弄47-148号,2室2厅,20,31500,63,南向,高层（共8层）,2010年建,"满五配套成熟小区中心
                                        距5号线金平路站约740米"
九歌上郡,静安新城-宜山路2328弄,2室2厅,99.57,76830,765,南向,高层（共12层）,2006年建,"满五优质教育
                                        距9号线合川路站约396米"
新城中骏·悦隽半岛,嘉兴-罗星街道厍浜村、白水塘路南侧、厍浜港东侧悦隽,2室2厅,67,11940,80,南北向,中层（共18层）,2019年建,满二
圣骊河滨苑,东外滩-龙江路317弄、龙江路388弄,5室2厅,116,86207,1000,南北向,高层（共15层）,2008年建,"满五优质教育景观房
                                        距12号线江浦公园站约1155米"
大居苑,控江路-控江路1169弄,3室3厅,164.06,53639,880,南北向,高层（共7层）,1999年建,"满五
                                        距8号线黄兴路站约177米"
京浦小区,御桥-京浦路82弄、京浦路160弄、沪南公路244,2室2厅,63,57143,360,南北向,中层（共6层）,2001年建,"满五优质教育
                                        距11号线御桥站约697米"
龙潭小区,阳城-龙潭小区沪太路1170弄、灵石路1201弄、,2室1厅,52,46154,240,南向,中层（共6层）,,"满五优质教育配套成熟性价比高
                                        距7号线大华三路站约359米"
徐汇苑,万体馆-徐汇苑天钥桥路968弄,3室2厅,157.6,85660,1350,南向,中层（共18层）,2010年建,"满五优质教育性价比高业主急售
                                        距11号线上海游泳馆站约334米"
汇腾东苑,周浦-汇腾东苑瑞浦路611弄,2室2厅,82.5,33455,276,南向,中层（共14层）,2007年建,满五配套成熟总价低采光好
万科假日风景,春申-畹町路99弄、畹町路100弄,4室2厅,170.61,51287,875,南向,高层（共6层）,2004年建,优质教育
界龙花苑,川沙-川环南路1049弄,2室2厅,73.39,35427,260,南北向,高层（共6层）,1993年建,"满五总价低性价比高
                                        距2号线川沙站约536米"
上海星河湾,颛桥-都会路3799号、都会路3888弄、都会路3,4室3厅,220,78000,1716,南向,低层（共5层）,2019年建,无
花木苑,世纪公园-花木路500弄,2室2厅,73,63014,460,南北向,高层（共6层）,2000年建,"满五优质教育复式带阁楼
                                        距2号线世纪公园站约776米"
泰和新城,顾村-泰和西路3493弄、泰和西路3381弄、泰和,2室1厅,50.9,39293,200,南向,中层（共6层）,1994年建,优质教育
旭辉·光耀城,嘉兴-嘉善县魏塘街道G320国道与善西公路交叉口,2室2厅,63,9333,58.8,南北向,中层（共15层）,2019年建,配套成熟性价比高
夏朵园,马桥-银春路1799弄1-110号,3室2厅,133.05,30815,410,南北向,高层（共14层）,2008年建,无
海上国际花园别墅,北蔡-成山路2399弄,叠加,卧室：,58109,1100,189.3�O,无花园,南向,"满五
                                        距13号线下南路站约504米"
三星苑,松江老城-乐都西路1155弄,2室2厅,89.5,26257,235,南北向,中层（共6层）,2004年建,满五优质教育首付低拎包入住
日月光伯爵天地,嘉定城区-陈家山路388弄,3室2厅,93.16,32203,300,南向,低层（共25层）,2012年建,"满五
                                        距11号线嘉定北站约773米"
崂山二村,陆家嘴-崂山二村乳山路161弄、崂山二村1-45号,2室1厅,70.86,64917,460,南向,中层（共4层）,1960年建,"满五优质教育
                                        距4号线浦东大道站约379米"
牡丹苑,闸北公园-洛川东路320弄22-37号,3室2厅,118.2,58376,690,南向,低层（共6层）,2000年建,距8号线西藏北路站约866米
保利叶上海,顾村-保利叶上海菊太路1198弄、联杨路1078弄,2室2厅,79.8,41980,335,南向,低层（共24层）,2012年建,满五
百汇园,龙华-百汇园宛平南路1518弄,2室2厅,113.45,123402,1400,南北向,高层（共35层）,2008年建,"满二
                                        距11号线云锦路站约587米"
中信泰富朱家角新城别墅,朱家角-阁游路389弄、阁游路777弄、阁游路555,独栋,卧室：,31250,900,288�O,无花园,南向,满二
银丰苑,曹路-银丰苑银峰路549弄,3室2厅,129.89,32951,428,南北向,高层（共6层）,2007年建,"满二优质教育
                                        距9号线曹路站约724米"
东体小区,曲阳-赤峰路373弄 、东体育会路657弄、玉田路,1室1厅,34.26,62755,215,南向,中层（共6层）,1989年建,"满五首付低业主急售
                                        距3号线赤峰路站约495米"
云著深蓝,松江新城-茸兴路与五昆路交汇处东北方向,3室1厅,88,42955,378,南向,高层（共1层）,2014年建,无
